# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.7590441421688909,0.9169237835899604,2.3756070092762345,5.012198321926145,-52.19356982379369,-101.27833278877424,0.0019121885593236072,522.9609784684242,3.1679073974835577,-924.0365342146166
 0.7627363656978849,0.9257633859553036,2.394113545923818,5.012301260272273,-52.19453691267811,-101.19478958293146,0.026777269259043602,37.34510753602202,-0.2619258765970731,-928.9343527408619
 0.7664103581760958,0.9346269996705188,2.4125290859418076,5.012405476387183,-52.20811726671706,-101.11124637708869,0.05132068633443747,19.48532008093927,-3.696347806776549,-934.7928583272271
 0.7700660565926496,0.9435134662783807,2.4308533131787247,5.012510647470559,-52.23421395631442,-101.02770317124592,0.0755756894385625,13.231768144343913,-7.138633066445696,-941.6217826070526
 0.7737033988523937,0.9524216299742795,2.4490859148694644,5.012616462444867,-52.27274082673364,-100.94415996540314,0.099574368754835,10.042745060851248,-10.59203882065409,-949.4310701603732
 0.7773223242268302,0.9613503388634383,2.4672265839549308,5.01272262025876,-52.32362221163902,-100.86061675956037,0.12334770813633349,8.107163198320006,-14.059804953369877,-958.2309039063066
 0.7809227737818671,0.9702984462079453,2.485275021278606,5.012828828118468,-52.386792654084566,-100.7770735537176,0.14692563412121915,6.806164261132013,-17.545154148091108,-968.0316697800536
 0.7845046907848904,0.9792648116660928,2.5032309376737896,5.012934800004624,-52.462196634848354,-100.69353034787483,0.1703370657332796,5.87071284629171,-21.051292003736663,-978.8439689379384
 0.7880680210934821,0.9882483025264798,2.521094055952805,5.013040255051505,-52.549788307020535,-100.60998714203205,0.19360995614121237,5.165023637888925,-24.581406882483574,-990.6785431132545
 0.7916127135279187,0.9972477949392213,2.538864112810335,5.013144916296345,-52.6495312362839,-100.52644393618928,0.21677133266005158,4.613156120455444,-28.138669604833158,-1003.5462280988884
 0.7951387202294287,1.0062621751465581,2.556540860650265,5.013248509244217,-52.761398145946146,-100.44290073034651,0.23984733210625628,4.169318838022279,-31.72623285552445,-1017.457865055957
