# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-0.11865235042263046,0.0,0.33880568195491245,2.95154436085602,0.0,0.0
 0.06935602827458379,0.012025646645062163,0.17339007068645945,2.5,-0.11865235042263046,-0.6212925473186519,0.33880568195491245,2.95154436085602,0.0,0.0
 0.09818865121733177,0.024102528069697066,0.4188616987297889,8.513676627019146,-0.35259328514800137,-1.2425850946373038,0.3305420270517636,3.0253339005614492,-8.11375833512962,-281.40895648796334
 0.12038359224598624,0.0362305232051197,0.5464306086582952,5.747657079323174,-0.5817974392795067,-1.863877641955956,0.3224523767462987,3.101233149808001,-10.326864749746095,-99.71220071093113
 0.1391538738490404,0.04840950151798663,0.6488436652375669,5.456127869845479,-0.8063351981675252,-2.4851701892746076,0.31453288297509513,3.179317820576428,-11.962407577917391,-87.13469849622147
 0.15574250964071734,0.060639323272972334,0.737240958724394,5.328786200199715,-1.0262757899055035,-3.1064627365932598,0.3067797368120257,3.259667702931546,-13.258509891954446,-78.13194106578369
 0.17078622870580865,0.07291983978888195,0.8163218458663153,5.256737831898707,-1.2416872815836182,-3.727755283911912,0.2991891719825652,3.3423669492232606,-14.319031799654752,-70.49599258744658
 0.18466282104250106,0.08525089368843694,0.8886226243707745,5.210268973116829,-1.4526365773765257,-4.349047831230564,0.2917574681004597,3.4275043806442476,-15.201808244745818,-63.6162267847874
 0.19761813595100658,0.09763231914187631,0.9557023924837696,5.177779821388626,-1.6591894184209732,-4.970340378549215,0.28448095366321896,3.5151738178712795,-15.943482848791266,-57.248674330449376
 0.20982272718130937,0.11006394210450549,1.018602157830791,5.153778947618301,-1.861410384257227,-5.591632925867868,0.2773560083780579,3.6054744436504937,-16.569253489961973,-51.2733797767007
 0.22140061476729192,0.12254558054833706,1.0780583548715055,5.135323399814186,-2.059362895763223,-6.21292547318652,0.2703790654691926,3.698511193034438,-17.097463594797613,-45.62232107652779
 0.232445300824048,0.13507704468795548,1.1346147889783507,5.120691870843122,-2.253109219430707,-6.8342180205051735,0.26354661322342976,3.794395184096785,-17.542039916016375,-40.25250866653777
 0.24302932925945306,0.14765813720074916,1.1886865752087508,5.108809614449102,-2.442710472829889,-7.455510567823826,0.25685519694150255,3.8932441776825133,-17.91390249528606,-35.13431407891451
 0.25321031056546156,0.1602886534416438,1.240599099562289,5.098970599513934,-2.6282266312577125,-8.076803115142479,0.25030141980269877,3.9951830908040975,-18.221834698619656,-30.24582739896237
 0.2630348886763668,0.1729683816524718,1.2906129981045729,5.090691730240148,-2.809716535323306,-8.69809566246113,0.24388194416722933,4.1003445475008276,-18.473048106171596,-25.569892642320777
 0.27254144871275326,0.18569710316611593,1.3389408434728047,5.083631217102358,-2.9872378995211246,-9.319388209779783,0.2375934923141802,4.2088694865331435,-18.673564729865923,-21.09244804922568
 0.2817620220012323,0.1984745926055574,1.3857586767849615,5.077540392272021,-3.160847321572116,-9.940680757098436,0.2314328470349326,4.320907826230299,-18.82848458760298,-16.801542907383784
 0.2907236612853941,0.21130061807796155,1.4312142082165682,5.072233995396542,-3.3306002925703986,-10.561973304417089,0.2253968520575145,4.436619193531727,-18.942178502798274,-12.68673192372607
 0.2994494557443256,0.2241749413639321,1.4754327925742945,5.067571161095309,-3.496551207718018,-11.18326585173574,0.21948241230216914,4.556173724859853,-19.01843046254172,-8.73868392182865
 0.30795929477907186,0.2370973181020583,1.518521876308497,5.063442863991529,-3.6587533777402883,-11.804558399054393,0.2136864939666473,4.679752947587237,-19.060545018535276,-4.948925099711057
 0.3162704525995981,0.2500674979688866,1.56057436844667,5.0597633983456625,-3.81725904074931,-12.425850946373046,0.2080061245292379,4.807550750071483,-19.071429809401227,-1.309659989739131
 0.3243980424444248,0.26308522485443714,1.6016712376100593,5.056464456009415,-3.9721193746194854,-13.047143493691697,0.20243839252033574,4.939774454588924,-19.053660042742592,2.186351304371748
 0.33235537428083567,0.27615023703338604,1.6418835418131548,5.0534909225594165,-4.123384509738334,-13.66843604101035,0.1969804473946398,5.076645998252575,-19.009529604721813,5.545883837449856
 0.3401542399159771,0.28926226733204036,1.6812740354920273,5.050797836723874,-4.271103542119387,-14.289728588329004,0.19162949876153196,5.218403254524098,-18.941092114144965,8.775313459495091
 0.34780514274013413,0.30242104329121283,1.719898456640284,5.048348153933361,-4.415324546811611,-14.911021135647655,0.18638281653276256,5.365301472543307,-18.850194285157947,11.880667037100116
 0.35531748469509533,0.31562628732512343,1.7578065685880784,5.046111076288222,-4.556094591542761,-15.532313682966308,0.18123772976215927,5.517614910053848,-18.738503328936655,14.867661361918175
 0.3626997198104384,0.3288777168764265,1.7950430112638307,5.04406078835946,-4.693459750599787,-16.15360623028496,0.17619162634620292,5.675638625612533,-18.607529685898037,17.741732821053652
 0.36995948133139706,0.342175044567491,1.8316480028545918,5.042175488145719,-4.827465118848201,-16.774898777603614,0.1712419522982508,5.839690488101349,-18.458646039755624,20.508062931900614
 0.3771036877825661,0.3555179783480279,1.8676579227849106,5.040436635817871,-4.958154825901937,-17.396191324922267,0.16638621089807948,6.01011342588091,-18.2931033624247,23.17159763822873
 0.3841386320791886,0.36890622163917575,1.9031057996543919,5.038828365208228,-5.085572050386384,-18.017483872240916,0.16162196192050848,6.187277942411292,-18.11204454676648,25.737064577063627
